Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","Job Description
About the Role: This is a rare opportunity to join a small but fast-growing team, where you will play a major role in shaping Biz2Credit?s future. We?re looking for an exceptional candidate that is excited about the opportunity to build a next-generation financial services business. We believe that there is a tremendous opportunity to leverage cutting-edge data science to inform smarter, faster decision making.
As a Biz2Credit Data Scientist, you will shape the company?s data-centric culture, work closely with our engineering team to develop our analytics infrastructure, and collaborate closely with our Chief Data Officer on developing, validating, and automating our customer conversion and underwriting models. While a background in financial services is not required, you must be passionate about tackling complex data challenges for the benefit of small and medium businesses everywhere.
YOU WILL:
Drive the ongoing advancement and refinement of Biz2Credit?s credit decisioning & pricing model - optimizing risk and return while dramatically reducing decision cycle times.
Continuously evaluate alternative data sources and structures to document and improve the efficacy of our customer conversion models and processes.
Harness the power of Biz2Credit?s technology to proactively identify emerging risks as well as opportunities with our customers.
Play a leadership role in the design and implementation of ongoing operational and risk reporting and analytics.
Work on data projects and proposals involving Biz2Credit?s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others) to analyze, classify and visualize credit-related data.

WE'RE LOOKING FOR SOMEONE WITH:
Degree in Statistics, Applied Mathematics, Engineering, Computer Science or other quantitative fields from leading university; Advanced degree preferred.
2- 4 years experience performing quantitative analysis within self-directed roles.
Practical hands-on experience in the development and implementation of new predictive models and comfortable in learning new statistical tools and techniques.
Ability to visualize and communicate sophisticated data and models to all audiences.
Specific demonstrated experience, knowledge, accuracy and speed of execution in Powerpoint, Excel, Excel VBA and R (knowledge of other programming knowledge and/or Stata is a plus) Highly motivated, versatile, capable of working independently with demonstrated initiative.",3.7,"Biz2Credit Inc
3.7",Noida,201 to 500 Employees,2007,Company - Private,Lending,Finance,$100 to $500 million (USD)
Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","Simpplr is looking for a passionate data scientist with a drive of building scalable applications. This is a great opportunity to join a team responsible for a product that is defining the way companies engage and connect with their employees. You’ll be working in Gurugram alongside talented and really passionate engineers, designers, and researchers who are focused on building a world class application, some of whom are based in other locations. We offer a great working environment and an excellent opportunity to be part of a thriving startup.
*What you’ll do: *
- Solve real-world problems in areas such as content recommendation, app personalization, search relevancy and ranking.
- Build real time and batch pipelines for feature extraction for various ML models leveraging advanced algorithms and web services.
- Develop ML algorithms using NLP, Deep Learning frameworks and open source solutions to build real time analytics solutions with high high volumes of structured and unstructured data
- Research and analyze data sets using a variety of statistical and machine learning techniques
- Develop strategies using techniques and algorithms of data analysis & machine learning models for making meaningful and actionable recommendations.
- Work with other stakeholders to identify areas where AI/ ML can be applied to improve the experience for the end user and then develop the solution.
- Lead your own project, from feasibility assessment and research through to data collection, cleaning, and preprocessing, to training models and deploying them to production.
- Work individually or as part of a team on data science & analytical projects and work closely with business partners across the organization
- Write/Review Code every day in addition to pairing with team members on functional and nonfunctional requirements and spread design philosophy, goals and improvements to code quality across the team
- Contributing to the constant improvement of practices and processes in the team.
- Building and managing automated build/test/deployment environments
- Research new technologies and tools and share your learning with the rest of the team.
- Provides mentoring and guidance to other team members, including new hires.
*What makes you a great fit for our team: *
- 5-8 years of overall experience with at least 3 years in development and delivery innovative artificial intelligence/ machine learning / Natural Language Processing / deep learning solutions
- Experience in Analytical Software development in languages like Python and in depth expertise with one or more NLP Libraries, SQL/Analytical databases.
- Strong background in machine learning, statistical modelling, and natural language processing with demonstrated credentials through solving real world use cases, Kaggle, projects & certification
- Demonstrated ability to scope a high level requirement or product feature requirements to analytics development life cycle with identification of the right data, quick prototyping, selection of appropriate analytical algorithms and taking care of test criteria, performance & integration aspects
- Demonstrated expertise of leveraging the packages like spacy, pandas, sk-learn and one or more deep learning frameworks for solving real world problems.
- Having experience to develop analytical web services as well as integrate third party or cloud based analytical services. Exposure to developing analytical web applications using Django/Flask/Fast API will be added advantage
- Demonstrated mindset of product software development & ability to manage the uncertainties associated with data, requirements and integration with other product stack with appropriate scoping
- Familiarity with public Cloud technologies like AWS/ GCP/ Azure cloud and more than one deep learning frameworks (e.g. Tensorflow, PyTorch, Keras, LightGBM, Scikit, Apache MXNet, Caffe2, Microsoft Cognitive Toolkit and Theano etc) and open-source NLP toolkits like NLTK or TextBlob and evolving open source frameworks will be added advantage
- You are passionate about artificial intelligence/ machine learning and stay up-to-date with the latest developments in the field and continuous learning.
- You have excellent written and oral communication skills, with an ability to handle both executive-level discussions as well as technical deep dives
- Ability to work on multiple business demands, successfully handle ambiguity, prioritize and deliver in a timely manner with high standards
- Capacity to think laterally and encourage lateral thinking in team and high attention to detail
- Ability to lead by an example and operate in an environment promoting diversity, inclusion and respect
Job Type: Full-time",-1.0,Simpplr Software India Pvt. Ltd.,Gurgaon,0,-1,-1,-1,-1,-1
Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","Job Purpose (Job Summary):
The Data Scientist is an important role in the Invesco’s Insights & Analytics organization working across Invesco’s retail and institutional businesses in the Americas. Reporting to the Lead Modeler, the role will help optimize the roadmap for client data and delivery of client intelligence. The end goal is to increase net sales of Invesco products through targeted sales and marketing activities based on data driven understanding of our clients.

The person will:
Drive a hypothesis-driven approach to create client insights
Build advanced predictive models to help optimize segmentation and targeting
Work closely with colleagues in India and North America Distribution to ensure that insights and tools are leveraged to improve sales and marketing ROI
Leverage learnings from current projects to define requirements for future analytical roadmap
Demonstrate strong business acumen (e.g., comfortable dealing with ambiguity, demonstrates strong business judgment, outcome-oriented with demonstrated drive for results), and communication (demonstrated ability to synthesize insights, strong written/oral communications)

The Department: Insight and Analytics
Insight and Analytics is responsible for increasing data driven decision making at Invesco. The group works mostly with the Americas Distribution and Marketing teams to help increase net sales through a better understanding of our clients (financial advisors). It works like a small startup within the organization, with a clear focus on improving effectiveness and efficiency through end-to-end management of data, analytics, visualization and in-field implementation. While the team is not new, there is a distinct focus on restructuring the talent through training and recruiting as well as redefining the vision and engagement model with the rest of the organization. In short, it’s an exciting place to be at for self-starters who want to set and own their paths forward.
Key Responsibilities / Duties:

Analytics:
Maintain the code and capability environment required to evolve data-driven, analytical capabilities with the end goal of understanding customer behavior and competitive dynamics
Collaborate with customer analytics and digital analytics experts to define and develop differentiating go to market analytics features and frameworks
Work with ambiguity (e.g. imperfect data, loosely defined concepts, ideas, or goals) and translating these into more tangible outputs
Articulate and lead data sciences initiatives, using both directly managed resources and dedicated resources available in an agile project environment
Provide ongoing monitoring of performance of decision systems and statistic models
Define metrics on business outcomes (particularly those related to new capabilities) that are clear, accurate, relevant, logical and honest
Exhibit strong problem-solving skills and the ability to work well in a team environment, prioritize work, analyze interdependencies and deliver against deadlines
Data Management:
Partner with the Data team to optimize the cloud based aws / redshift environment in order to support an always on data sciences capability
Help specify business and technical requirements for data ingestion, verification, scheduling, etc. across first party, second party and third party data
Help build out the data engineering and feature engineering capabilities required to support customer centric analytics and visualization
Collaborate with business subject matter experts and IT teams to make strategic recommendations on data collection, integration and retention
Work Experience / Knowledge:
5+ years of hands-on experience developing and applying predictive models and other advanced statistical approaches in a corporate or consulting setting, preferable in a B to B or customer centric environment (extensive experience with financial transaction data is a plus)
2+ years of analytical project management experience
Strong technical competence, with ability to teach / train associates:
Deep practical expertise and theoretical understanding of Classification (SVM, nearest neighbors, random forest, etc.), Regression (linear, nonlinear, ridge, lasso, etc.), Clustering (k-means, spectral, etc.), Dimensionality Reduction (PCA, ICA, etc), Model selection (grid search, cross validation, etc), Data Cleansing (pre-processing, feature extraction)
Proficiency in statistical data analysis and data mining packages
Advanced knowledge of data management tools
Advanced programming skills
Comfortable in using data visualization tools

Skills / Competencies/attributes:
Intellectual curiosity, along with excellent problem-solving and quantitative skills, including the ability to disaggregate issues, identify root causes and recommend solutions
Ability to effectively balance implementation of highly technical models in a sales environment
Superior communication and influencing skills
Ability to work in agile, test & learn, and iterative environment
Stong organizational skills and detail orientation

Formal Education:
Undergraduate or advanced degree in a quantitative discipline (i.e. Statistics, Mathematics, Econometrics, Operations Research, Computer Science) with focus on data sciences techniques
Strong academic qualifications, including advanced understanding/coursework in database management and math (Linear, Algebra, Calculus)",3.7,"Invesco
3.7",India,5001 to 10000 Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
"Required freshers /graduates in Data Science, AI, and machine learning","₹1,500K - ₹2,500K (Employer Est.)","Experience - 0 to 2 Years
Selected candidates would get training and opportunity to work on live projects in Big-Data, Cloud, Analytics & Data Science
Candidates with Hacker rank medalist would be preferred along with excellent academic scores are preferred.
Do you have knowledge on RDBMS Systems like Oracle, MY SQL, Teradata and experience in solving analytical problems? Did you use Java, C and C++ for your projects?
If yes, then just apply with us.
Pacifix Research supports the fresh minds to engage with evolving tools and technologies working on Big data, Cloud, Data Science, Information Analytics and related technologies like Hadoop, Java, NoSQL.
Added Advantage if you possess:
Any Graduates with minimum technical skills
Minimum 50% in Graduation
Good Communication Skills
0 to 1 Year experience
Immediate Joiner
Job Types: Full-time, Fresher
Salary: ₹362,551.00 - ₹1,586,212.00 per year
Schedule:
Flexible shift
Experience:
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)",-1.0,Pacifix Research,Maharashtra,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
"Data Scientist - Machine Learning, Deep Learning, NLP","₹1,500K - ₹2,500K (Employer Est.)","At Enterprise Bot, we create AI-powered bots to automate customer interactions and provide enterprises with a readily accessible digital agent to improve customer experience and create operational efficiency. We are a cashflow positive startup that has been accelerated by Startupbootcamp, Plug and Play and the F10 in and are currently situated in the Generali Innovation Garage in Adliswil, Zurich.

Our current esteemed clients include companies in multiple domain across Europe & UK such as AfterPay, SIX Group, Generali Switzerland, PwC Switzerland, Swica, GoAhead Group, LNER among others with our focus on several languages such as English, German, French, Italian, Portuguese and Dutch.

Spread across three office locations with hardhearted in Switzerland, we are a team of over 50 super talented people of diverse nationality and culture. Fostering a truly open and progressive company culture with state-of-the-art engineering solutions - working at Enterprise Bot is a refreshing mix of purpose, challenge, and fun.

Tasks

We are looking for a full-time Data Scientist for our Bangalore office. As an integral part of the team, you will work within multi-disciplinary teams and with external collaborators to identify opportunities for leveraging data, developing proof-of-value prototypes and implementing data science solutions that solve R&D enterprise level problems in banking, finance and insurance industry.

Role & Responsibilities:
The data scientist will be responsible for design and development of deep learning models based on unstructured and Structured Data.
Will deploy deep learning techniques in Identifying meaningful insights from large data.
Design and develop software modules that perform data ingest, data transform, and analytics tasks.
Develop applications involving deep learning and NLP.
Timely deliver solutions as required after several rounds of customization.
Maintain quality and accuracy of the Model solutions during the deployments.
Requirements

Experience need to be 2 to 5 Years in the field of Machine Learning, Deep Learning, NLP and Data Science.
Experience working in NLP Algorithms and Techniques.
Hands on experience in deep learning and applications of machine learning.
Hands on experience in building and implementing advanced statistical analysis and machine learning and data mining.
Strong understanding of fundamentals of Computer Science.
Benefits

A culture comprised of diverse, global teams who have a passion for collaboration and client service.
A competitive salary and scope for further advancement
State-of-the-art engineering solutions - working at Enterprise Bot is a refreshing mix of purpose, challenge, and fun",5.0,"Enterprise Bot
5.0",Bangalore,1 to 50 Employees,2016,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable
NLP Engineer- Intern,"₹1,500K - ₹2,500K (Employer Est.)","NLP Engineer Intern
Job Summary
Role & Responsibilities
Develop Algorithms in Multilingual Conversational Systems for Intent, Entity detections, and automated conversations
Team Management
Work on solving real-world scenarios for user commands and requests, and build scalable systems that solve their problems
Think creatively to identify new opportunities and contribute to high-quality publications or patents
Work in a highly collaborative environment with teams to deliver systems from prototyping to production level
Required Skills
Ph.D./Masters/Bachelors degree with a focus on language processing
Strong knowledge of NLP and hands-on experience in relevant projects
Experience in machine learning platforms such as TensorFlow, Pytorch, and solid programming development skills (Python, C/C++, etc.)
Experience contributing to research communities including publications at conferences and/or journals
Good to have: Startup experience is a plus
Job Types: Full-time, Internship, Fresher
Salary: Up to ₹20,000.00 per month
Schedule:
Day shift
Selection rounds:
HR Interview
Technical Interview
Industry:
Software Development",3.4,"Gnani.ai
3.4",Bangalore,1 to 50 Employees,2016,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable
Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","OVERVIEW
We are looking at onboarding Data Scientist with the primary responsibility of designing analytic based strategies & quantitative model for business insight in the space of Banking, Capital Markets and Insurance.
KEY RESPONSIBILITIES:
Developing problem statements and high quality quantitative models for business insight in the space of Banking, Capital Markets and Insurance
Designing analytic strategies to meet the demands of business
Defines the technical requirements of the analytic solutions
Defines the data requirements of the analytic solution
Refine our credit scoring model across various credit products
Integrates advanced analytics into end-to-end business intelligence solutions and operational business processes
Engages in technical problem solving across multiple technologies
KEY EXPERIENCES REQUIRED
Masters in statistics, economics, mathematics, or related field is required
Strong understanding of all key market leading Analytics techniques, frameworks, methodologies and tools
Competent in R, Python, SQL, SAS
Should have 2-5 years of experience in related field
Extensive experience in solving analytical problems using quantitative approaches using machine learning methods
Good with numbers: Should be able to share his insights in a crisp and simple manner with the colleagues and the top management
Interested candidates can apply here or share your CV at hrteam@wishfin.com",4.0,"WishFin
4.0",Noida,501 to 1000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Science/Machine Learning with Python,"₹1,500K - ₹2,500K (Employer Est.)","Position Type :
Full time
Type Of Hire :
Experienced (relevant combo of work and education)
Education Desired :
Bachelor of Computer Science
Travel Percentage :
0%
Are you curious, motivated, and forward-thinking? At FIS, you’ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.
Data Statistician
Required Experience - 4-10 years
Work Location - Whitefield, Bangalore/ Ambattur, Chennai/ Pune
Educational Qualification - Bachelors/Masters degree in IT/Computer Science/Equivalent
Primary Skills:
Python
Data Science & Machine Learning
Time Series
NLP
Python Flask
Deployment
AI/ML tools
What you will be doing:
You will be working on many of the current projects that are in progress
Working on the NLP use cases that get identified internally
We are looking at venturing into Reinforcement Learning which is especially for the Autonomous API testing solution that has already been developed using Machine Learning
What you bring:
4+ years of strong experience in IT with Python, Data Science, Machine Learning & NLP
Must have exposure in Time Series, Python-Flask and deployment skills of deploying developed ML modules (pickle files/joblib files) on servers
Should have worked on AI/ML tools on the cloud. We are more learning towards the Azure based AI/ML tools
You should be able to demonstrate your past work on github etc.
Participated actively in hackathons, Kaggle competition etc.
Added bonus if you have:
Power BI or Tableau
Deep Learning
Reinforcement Learning
What We offer You:
A multi-faceted job with a broad spectrum of responsibilities
We offer you opportunities to work on end-to-end Machine Learning solutions
Many of our solutions are patented and we strongly encourage you to come up with innovative ideas – that we help implement and also patent where possible
Privacy Statement
FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.
Sourcing Model
Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.
#pridepass",3.8,"FIS Global
3.8",Bangalore,10000+ Employees,1968,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)
Data Scientist-Metals Digital,"₹1,500K - ₹2,500K (Employer Est.)","Basic Info
Location
Bangalore, Karnataka, India
Job type
Full-Time
Contract
Regular/Permanent

Take the next step in your career at ABB, working in a team that is dedicated to creating a future where innovative digital technologies allow greater access to cleaner energy.
The ABB's Process Industries team engineers and delivers automation solutions from device to monitoring and control, ensuring our customers get the most out of their investment. Our digitalization solutions help improve plant and enterprise productivity, while reducing maintenance and energy costs. Deep domain knowledge enables us to truly understand and address the challenges and opportunities of Industrial Automation.

This is a Data Scientist-Metals Digital role, reporting to the Engineering Manager in Business Area - India Operations Centre, Industrial Automation (INOPC IA) located in Bangalore. You will be responsible for leading for all engineering activities in assignments classified as low engineering complexity. Ensuring that activities related to all engineering disciplines within the project are efficiently and cost-effectively executed in accordance with contract specifications, quality standards and safety requirements.
Your responsibilities
Leading for all engineering disciplines - evaluating, selecting and applying standard techniques, procedures and criteria for performing task or sequence of tasks, for conventional projects with few complex features. Executing assignments using established solutions.
Assisting in creating proposals for projects through coordination of proposal documents and engineering estimates and assisting in performing engineering risk analysis before submitting proposal.
Evaluating risks and opportunities, strategizes mitigation of one’s engineering projects or programs.
Supporting the Project Manager in overall project risk and opportunity assessments and implementation of resulting actions.
Interacting with customers, contractors, suppliers and attending project meetings and presents all technical aspects of project assignments.
Living ABB’s core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business.
Your background
Bachelor's or master's degree in engineering with 6-12 years of experience.
Required 3+ years of implementation experience of software or digital solutions in manufacturing sector preferably in metals industry.
Good knowledge of basic statistics (hypothesis testing, probability, distributions, etc.), multivariate statistical analysis (such as PCA, PLS, etc.), Machine Learning (supervised learning techniques such as ANN, Decision Trees, SVM, Naïve Bayes etc. and unsupervised learning techniques such as k-means, hierarchical clustering etc.), Time-series analysis, Signal Processing and related area.
Hands-on experience with programming languages or tools e.g., Python, R, Matlab, etc. preferably interacting with industrial data.
More about us
Bring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution – creating a sustainable future for our planet, and your career. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Let’s write the future, together.
Reference Number
IN77112383_E2
Publication date
2021-02-03",4.0,"ABB
4.0",Bangalore,10000+ Employees,1883,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
Data Scientist - Machine Learning (Commerce BU),"₹1,500K - ₹2,500K (Employer Est.)","Under guidance, or independently, design and implement machine learning models by
Procuring data from platform, client and public data sources
Implementing data enrichment and cleansing routines
Implementing features, preparing modeling data sets, feature selection, etc.
Evaluating candidate models, selecting and reporting on test performance of final one
Ensuring proper runtime deployment of models, and
Implementing runtime monitoring of model inputs and performance in order to ensure continued model stability
Work with product, sales and engineering teams helping shape up the final solution
Use data to understand patterns, come up with and test hypothesis; iterate
Help prepare sales materials, estimate hardware requirements, etc.
Supply Chain Nation
Our Values

If you want to know the heart of a company, take a look at their values. Ours unite us. They are what drive our success – and the success of our customers. Does your heart beat like ours? Find out here: Core Values
Check out Blue Yonder's blog - Supply Chain Nation - the platform for supply chain trends and innovations.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.",4.3,"Blue Yonder
4.3",Bangalore,5001 to 10000 Employees,1985,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
Intern/Junior Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","Techvantage Analytics is a product engineering company that builds first-of-its-kind AI-centric products is looking for few Intern/Junior Data Scientists. The ideal candidate can work from anywhere.


What we are looking from an ideal candidate?


Understanding of the use of data science concepts including mathematical and statistical model, machine learning, deep learning, data engineering and data visualization
Collect and analyze various telemetry and behavioral data
Produce daily metrics and reports
Clean and prepare data for Machine Learning and AI
Work closely with software engineers and architects to extract, transform and standardize data for optimal use for analytic tools
Knowledge about machine learning tools / AI


Preferred Skills:


What skills do you need?


0-3 months of project experience is a plus
Basic knowledge about ML, AI tools
Experience in computer vision/Image processing techniques like preprocessing, feature extraction, pattern recognition, etc. is an added advantage.
Strong analytical skills, attention to detail and accuracy
Expert problem solving skills and creative thinking ability
Should be strong in Probability, Statistics, Optimization, Calculus, General Math
B.Tech/MS/M.Tech or PhD in Computer Science, Machine Learning, AI, or related field

Limited front row seats are available. If you fit the description, do not hesitate to apply. This is the job for you! - See you soon at TechVantage! For more information about us, please visit www.techvantagesystems.com",4.1,"Techvantage Systems
4.1",Thiruvananthapuram,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","This project requires a motivated data scientist to build and train python-based classification model prototypes that analyze raw data files and establish output data ranges across dimensions. These data models will deliver analytical results indicating type based on the inputted data. Models trigger and run on all new samples received in our cloud, accepting payloads and outputting staged-output scores. Outputs will be appended to existing record for review, analysis, and reporting.
Sample data is currently in an AWS cloud which is where your model will reside and be deployed. Upon completion, the deployed model will automatically ingest, process new data samples received through a web app and stored in an AWS DB, outputting classification results. Results will classify/stratify into groups of cohorts.
Overview of requirements:
Build, develop, and deliver core model in AWS infrastructure (EC2 (preferred), Sagemaker, Lambda, etc)
Configure necessary AWS infrastructure to support the model (EC2, Sagemaker)
Proactively investigate and explore data to uncover insights related to performance characteristics and traits, and communicate them clearly and compellingly to management
Required Experience:
Significant understanding and experience using/building/training/deploying machine learning, deep learning and A.I. algorithms and models
Extensive experience in model serving and workflow tools to enable rapid and reliable ML experimentation at scale.
Practical cloud computing experience with AWS technologies utilizing infrastructure as code methodologies to create high performance and data intensive platforms.
Programming skills in Python, R, SQL, Go, Bash programming with the ability to quickly create prototype and debug solutions on Cloud Native / Linux /embedded platforms.
MUST HAVE significant Python programming experience to be considered for this role. More information will be provided to the successful applicant.
Job Type: Full-time
Job Type: Full-time
Schedule:
Flexible shift
Rotational shift
Experience:
Data Science: 5 years (Required)
Application Question:
Are you able and available to join immediately?",-1.0,"BreathX Technologies Inc, ( Canary Health Technologies)",Bangalore,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD)
Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","Data Scientist
About Agara:
Massive amounts of data and computing power available today allow interesting things to be done with deep learning. However, enterprises can unlock the true strength of this technology only when it pervades wide and deep into their systems affecting core workflows and processes.
Agara solution is an end-to-end system of engagement for large enterprises. Hosted on the cloud, it deploys quickly and seamlessly over existing storage systems. Agara is leveraging cutting edge machine learning and artificial intelligence to solve peculiar and thorny problems for large enterprise customers. Our small, tightly knit team includes senior ML practitioners from global internet giants and engineers with experience of thinking up and deploying complex architectures. We are based in
Bangalore and develop products for enterprises with a global footprint. (https://agara.ai) Responsibilities:
Perform exploratory data analysis to understand the problem
Implement and experiment with different features and architectures for Deep-Learning
models for NLP
Do literature review and come up with possible solutions
Do visualisation for understanding the problem and showcasing models
Make the model faster for real-time predictions
Build tools to help the team build models and deploy them
You Must Have:
B.Tech, M.Tech or Ph.D in Computer Science or equivalent work experience
Knowledgeable on common data structures and algorithms
As an ML Engineer / Data Scientist, you will work on cutting edge problems in Natural Language Processing using Deep Learning.
Knowledgeable in one or more of the following : Machine Learning / Information Retrieval / Deep Learning / NLP
3+ year experience working with real world datasets
Strong interest in solving real world problems in Machine Learning
Programming experience (in any programming language) is a must
Good familiarity with Python and its scientific computing / ML ecosystem is preferable.
What we offer:
Apart from all the general benefits of best in industry compensation, benefits & perks, we are proud of our great talents, great work & great culture. Be believe in mutual trust, flexibility & transparency.
Our Co-Founders:
Mr. Abhimanyu Singh (Co-Founder, COO): https://www.linkedin.com/in/abhimanyu-singh-2074/
Mr. Arjun Maheswaran (Co-Founder, CTO): https://www.linkedin.com/in/arjunmaheswaran/",4.6,"Agara
4.6",Bangalore,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","Not Applicable
Qualification:
Not Applicable
Responsibility:
Not Applicable
Must Have Skills
Data Science
Automation
Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Feb 04 2021
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world.",3.7,"Cognizant
3.7",Hyderābād,10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD)
Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","o Work with development teams and product managers to ideate software solutions
o Design client-side and server-side architecture
o Build the front-end of applications through appealing visual design
o Develop and manage well-functioning databases and applications and write effective APIs
o Test software to ensure responsiveness and efficiency
o Troubleshoot, debug and upgrade software
o Create security and data protection settings
o Build features and applications with a mobile responsive design
o Technical documentation
o Experience in Python & R, Statistics & Algorithms
o Experience in working closely with data analysts and involved in customer projects
Job Type: Full-time
Salary: Up to ₹1,000,000.00 per year
Schedule:
Morning shift
Experience:
work: 3 years (Preferred)
total work: 5 years (Preferred)
Education:
Bachelor's (Preferred)",-1.0,Skoutworx Business Consulting,Thiruvananthapuram,0,-1,-1,-1,-1,-1
Data Scientist,"₹1,500K - ₹2,500K (Employer Est.)","Key responsibilities:
Categorise in headlines the key responsibilities that demonstrates the variety of roles that the organisation expects the position to fulfil
Support, drive and develop data science solutions that can give new business insights impacting quality performance across the organisation
Develop data structure, identify sources and secure data quality in the quality organisation and quality processes in cooperation with the the team
Provide expert level Data Science and Data Analytics consultancy for the organisation (CVP area, Digital Quality and others)
Provide inputs and support execution of strategy for Digital Quality.
Main job tasks:
For each headline indicated above the job tasks should be described in more detail
In general perceived as a role model throughout the organisation and recognized as an expert within field of expertise.
Support, drive and develop Data science solutions that can give new business insights impacting quality performance across the company
Develop Artificial Intelligence solutions such as natural language processing, Machine Learning applications to maximize utilization of data that drives continuous optimization of the the organisation quality performance.
Analyse quality data and pilot/develop application to explore and Applies subject matter knowledge to solve common business issues. Later scaling to more areas or integrate in other systems.
Help identify areas or processes where Artificial Intelligence solutions can create business value.
Develop and maintain an IT platform to support data analysis and development and operationalization of data science solutions
Develop and maintain data structure, identify data sources and secure data quality in the quality organisation and quality processes
Understand and design data structure in collaboration with process experts and data owners
Identify unexploited data sources and include them in structure if relevant
Investigate data quality and clean data where necessary
Decide on which tools to use and explore
Cooperate effectively with other data scientists in department (and adjacent areas)
Provide Data Analytics consultancy for the organisation (CVP area, Digital Quality and others)
Hereunder also drive the mindset of using data for decision making and teaching techniques to colleagues at all levels across the organisation
Communicate effectively to colleagues with other backgrounds
Provide inputs and support execution of strategy for Digital Quality
Provide analysis and input on where to go with data science and what technology to use
Scope of Authority:
Act as professional sparring partner for Manager/Director or CVP on data science matters.
Planning and prioritize tasks within own area of responsibility.
Other areas of responsibility:
Responsibilities as described in department responsibility split.
Communication and Stakeholder interaction:
Key stakeholders
Type of communication
Job Type: Full-time
Salary: ₹1,500,000.00 - ₹2,500,000.00 per year
Experience:
Data Science: 10 years (Required)
total work: 10 years (Required)
Education:
Bachelor's (Required)",4.0,"KellyOCG
4.0",Bangalore,1001 to 5000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist (NLP) for a Product Based Edutech Company,"₹1,500K - ₹2,500K (Employer Est.)","Job Description:
Should be able to work with unstructured data to figure out the patterns which can help company in making right decisions.
Should be able to implement machine learning models best suited for solving business problems.
Should be familiar methods like entity recognition and information extraction.
Should be able to work with databases like redshift, MySQL.
Should be able to deploy ML models in cloud like AWS.Roles and Responsibilities
Desired Candidate Profile
At least 4+ years of experience.
Have prior experience working with chat bots using machine learning & NLP.
Knowledge of supervised learning methods like Naive Bayes, SVM, neural networks.
Knowledge of unsupervised classifications methods like k-means, DBscan.
Knowledge of scripting language like python, NodeJS, R.
Prior experience in working with databases and fetch data from various data sources.
Job Type: Full-time
Schedule:
Morning shift
Experience:
work: 3 years (Required)
total work: 5 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19",4.3,"Shaw Academy
4.3",Bangalore,201 to 500 Employees,2013,Company - Private,Education Training Service,Education,$10 to $25 million (USD)
